road,id,model_type,condition,name,lat,lon,length
N104,201358.0,bridge,B,bridge 670,23.0093022701123,91.3955118680898,2.7
N104,201359.0,link,,link 681,23.00957034496735,91.38484261037624,2213.0
N104,201360.0,bridge,C,bridge 671,23.0098384198224,91.3741733526627,2.7
N104,201361.0,link,,link 682,23.0096970099112,91.37776687633135,0.0
N104,100003.0,intersection,,N1toN104,23.0095556,91.3813604,0.0
N104,201363.0,link,,link 683,23.00721092,91.36834085166666,2063.0
N104,201364.0,bridge,B,bridge 672,23.00486624,91.3553213033333,2.7
N104,201365.0,link,,link 684,22.994374604999997,91.34765736916665,3189.0
N104,201366.0,bridge,A,bridge 673,22.98388297,91.339993435,1.9
N104,201367.0,link,,link 685,22.983509233684202,91.33916723723681,193.0
N104,201368.0,bridge,B,bridge 674,22.9831354973684,91.3383410394736,88.265
N104,201369.0,link,,link 686,22.97785096535085,91.33645026303896,1265.0
N104,201370.0,bridge,C,bridge 675,22.9725664333333,91.3345594866043,2.8
N104,201371.0,link,,link 687,22.967364127551,91.33387271039396,1170.0
N104,201372.0,bridge,A,bridge 676,22.9621618217687,91.3331859341836,3.0
N104,201373.0,link,,link 688,22.958386169550998,91.33017226735845,1106.0
N104,201374.0,bridge,A,bridge 677,22.9546105173333,91.3271586005333,48.405
N104,201375.0,link,,link 689,22.95099148491665,91.32258191245415,1249.0
N104,201376.0,bridge,C,bridge 678,22.9473724525,91.318005224375,3.0
N104,201377.0,link,,link 690,22.9425774463192,91.3084382358899,2356.0
N104,201378.0,bridge,C,bridge 679,22.9377824401384,91.2988712474048,4.4
N104,201379.0,link,,link 691,22.93923001758985,91.28861391213215,2189.0
N104,201380.0,bridge,A,bridge 680,22.9406775950413,91.2783565768595,6.0
N104,201381.0,link,,link 692,22.9421469094011,91.27218222035395,1307.0
N104,201382.0,bridge,A,bridge 681,22.9436162237609,91.2660078638484,2.5
N104,201383.0,link,,link 693,22.943837595462497,91.2648507296854,243.0
N104,201384.0,bridge,B,bridge 682,22.9440589671641,91.2636935955224,12.6
N104,201385.0,link,,link 694,22.94793481730295,91.253647644522,2329.0
N104,201386.0,bridge,C,bridge 683,22.9518106674418,91.2436016935216,3.1
N104,201387.0,link,,link 695,22.9544888244709,91.2388469094483,1194.0
N104,201388.0,bridge,C,bridge 684,22.9571669815,91.234092125375,8.375
N104,201389.0,link,,link 696,22.9572989329744,91.2290571167229,1055.0
N104,201390.0,bridge,B,bridge 685,22.9574308844488,91.2240221080708,2.8
N104,201391.0,link,,link 697,22.9561907648781,91.21696960905155,1482.0
N104,201392.0,bridge,A,bridge 686,22.9549506453074,91.2099171100323,2.5
N104,201393.0,link,,link 698,22.953807636068298,91.1991555537966,2159.0
N104,201394.0,bridge,C,bridge 687,22.9526646268292,91.1883939975609,2.7
N104,201395.0,link,,link 699,22.95131655962785,91.18227634352539,1278.0
N104,201396.0,bridge,A,bridge 688,22.9499684924265,91.1761586894899,9.1
N104,201397.0,link,,link 700,22.9491448378799,91.1680524515505,1871.0
N104,201398.0,bridge,B,bridge 689,22.9483211833333,91.1599462136111,3.0
N104,201399.0,link,,link 701,22.94800764166665,91.15479681857025,1030.0
N104,201400.0,bridge,C,bridge 690,22.9476941,91.1496474235294,6.0
N104,201401.0,link,,link 702,22.9474705771028,91.14635313746561,684.0
N104,201402.0,bridge,B,bridge 691,22.9472470542056,91.1430588514018,3.2
N104,201403.0,link,,link 703,22.946599789224003,91.13454549236755,1768.0
N104,201404.0,bridge,A,bridge 692,22.9459525242424,91.1260321333333,20.5
N104,201405.0,link,,link 704,22.94552728620655,91.11939723780485,1393.0
N104,201406.0,bridge,B,bridge 693,22.9451020481707,91.1127623422764,38.2
N104,201407.0,link,,link 705,22.94288603035905,91.1086079952927,1128.0
N104,201408.0,bridge,A,bridge 694,22.9406700125474,91.104453648309,3.1
N104,201409.0,link,,link 706,22.938468421190798,91.1043140070274,369.0
N104,201410.0,bridge,A,bridge 695,22.9362668298342,91.1041743657458,6.5
N104,201411.0,link,,link 707,22.93524563340135,91.1041714528359,521.0
N104,201412.0,bridge,C,bridge 696,22.9342244369685,91.104168539926,3.2
N104,201413.0,link,,link 708,22.929951335465347,91.1037071833592,976.0
N104,201414.0,bridge,B,bridge 697,22.9256782339622,91.1032458267924,18.6
N104,201415.0,link,,link 709,22.9233458935768,91.1027932563749,550.0
N104,201416.0,bridge,B,bridge 698,22.9210135531914,91.1023406859574,3.0
N104,201417.0,link,,link 710,22.91539055303045,91.1019407819352,1244.0
N104,201418.0,bridge,D,bridge 699,22.9097675528695,91.101540877913,6.2
N104,201419.0,link,,link 711,22.9065803148068,91.1007539538402,728.0
N104,201420.0,bridge,A,bridge 700,22.9033930767441,91.0999670297674,9.4
N104,201421.0,link,,link 712,22.88738010216515,91.09843499591815,3665.0
N104,201422.0,bridge,C,bridge 701,22.8713671275862,91.0969029620689,1.0
N104,201423.0,link,,link 713,22.8694054637931,91.09698373103444,456.0
N104,201424.0,bridge,A,bridge 702,22.8674438,91.0970645,6.4
N104,201425.0,link,,link 714,22.86596931923075,91.0970110280769,269.0
N104,201426.0,bridge,A,bridge 703,22.8644948384615,91.0969575561538,6.5
N104,201427.0,link,,link 715,22.86261398001505,91.096584563371,449.0
N104,201428.0,bridge,B,bridge 704,22.8607331215686,91.0962115705882,3.5
N104,201429.0,link,,link 716,22.853966315378848,91.09661148205085,1787.0
N104,201430.0,bridge,D,bridge 705,22.8471995091891,91.0970113935135,13.395
N104,201431.0,link,,link 717,22.842857989478247,91.09812801768695,845.0
N104,201432.0,bridge,A,bridge 706,22.8385164697674,91.0992446418604,2.0
N104,201433.0,link,,link 718,22.83751033772605,91.09955425930224,227.0
N104,201434.0,bridge,B,bridge 707,22.8365042056847,91.0998638767441,2.0
N104,201435.0,link,,link 719,22.8342022679764,91.1002663746747,522.0
N104,201436.0,bridge,A,bridge 708,22.8319003302681,91.1006688726053,3.0
N104,201437.0,link,,link 720,22.82882481513405,91.10105663630264,691.0
N104,201438.0,sourcesink,,ss,22.8257493,91.1014444,0.0
N105,201439.0,sourcesink,,ss,23.6904163,90.5466108,0.0
N105,201440.0,link,,link 722,23.690512299999952,90.5466641376,24.0
N105,201441.0,bridge,C,bridge 709,23.6906082999999,90.5467174752,12.8
N105,201442.0,link,,link 723,23.690512299999952,90.5466502376,0.0
N105,100001.0,intersection,,N1toN105,23.6904163,90.546583,0.0
N105,201444.0,link,,link 724,23.694786675,90.54901605,1076.0
N105,201445.0,bridge,A,bridge 710,23.69915705,90.5514491,6.25
N105,201446.0,link,,link 725,23.703120527127652,90.55546470301415,1213.0
N105,201447.0,bridge,A,bridge 711,23.7070840042553,90.5594803060283,6.1
N105,201448.0,link,,link 726,23.7115278529897,90.56465292715205,1456.0
N105,201449.0,bridge,A,bridge 712,23.7159717017241,90.5698255482758,6.0
N105,201450.0,link,,link 727,23.72168840618115,90.5764552164251,1872.0
N105,201451.0,bridge,A,bridge 713,23.7274051106382,90.5830848845744,6.1
N105,201452.0,link,,link 728,23.72906168007155,90.5849988046634,537.0
N105,201453.0,bridge,A,bridge 714,23.7307182495049,90.5869127247524,6.0
N105,201454.0,link,,link 729,23.75795617475245,90.5778588123762,6625.0
N105,100004.0,intersection,,N105toN2,23.7851941,90.5688049,0.0
N105,201456.0,link,,link 730,23.80098394445,90.56755256515001,3782.0
N105,201457.0,bridge,A,bridge 715,23.8167737889,90.5663002303,10.4
N105,201458.0,link,,link 731,23.817657807,90.566065689,206.0
N105,201459.0,bridge,A,bridge 716,23.8185418251,90.5658311477,6.2
N105,201460.0,link,,link 732,23.82111953079,90.56515471929,599.0
N105,201461.0,bridge,A,bridge 717,23.82369723648,90.56447829088,6.0
N105,201462.0,link,,link 733,23.8296335046036,90.56237944544,1456.0
N105,201463.0,bridge,A,bridge 718,23.8355697727272,90.5602806,4.6
N105,201464.0,link,,link 734,23.836320626511352,90.5542948785714,1528.0
N105,201465.0,bridge,A,bridge 719,23.8370714802955,90.5483091571428,4.5
N105,201466.0,link,,link 735,23.8366207003694,90.54718862142849,251.0
N105,201467.0,bridge,A,bridge 720,23.8361699204433,90.5460680857142,4.5
N105,201468.0,link,,link 736,23.836561025439025,90.54220053923387,815.0
N105,201469.0,bridge,A,bridge 721,23.836952130434753,90.53833299275355,5.35
N105,201470.0,link,,link 737,23.83881837981403,90.53663212947532,664.0
N105,201471.0,bridge,A,bridge 722,23.8406846291933,90.5349312661971,4.6
N105,201472.0,link,,link 738,23.84333085266395,90.53248817446016,1060.0
N105,201473.0,bridge,A,bridge 723,23.8459770761346,90.5300450827232,6.0
N105,201474.0,link,,link 739,23.8498306485936,90.52659898083525,828.0
N105,201475.0,bridge,A,bridge 724,23.8536842210526,90.5231528789473,4.6
N105,201476.0,link,,link 740,23.875374825395568,90.50167757983053,569.0
N105,201477.0,bridge,A,bridge 725,23.897065429738532,90.48020228071374,4.5
N105,201478.0,link,,link 741,23.88435816042052,90.49337423851932,2136.0
N105,201479.0,bridge,A,bridge 726,23.8716508911025,90.5065461963249,209.0
N105,201480.0,link,,link 742,23.873364624177903,90.50564768607344,443.0
N105,201481.0,bridge,A,bridge 727,23.8750783572533,90.504749175822,4.5
N105,201482.0,link,,link 743,23.8782881095911,90.50281658548973,485.0
N105,201483.0,bridge,A,bridge 728,23.8814978619289,90.50088399515745,4.5
N105,201484.0,link,,link 744,23.8836945059039,90.49682984079902,1491.0
N105,201485.0,bridge,A,bridge 729,23.8858911498789,90.4927756864406,167.375
N105,201486.0,link,,link 745,23.88794492588945,90.4889673190703,752.0
N105,201487.0,bridge,A,bridge 730,23.889998701899998,90.4851589517,5.0
N105,201488.0,link,,link 746,23.896004162511126,90.48303766826061,1744.0
N105,201489.0,bridge,A,bridge 731,23.90200962312225,90.4809163848212,2.75
N105,201490.0,link,,link 747,23.904010641982175,90.48005726441059,566.0
N105,201491.0,bridge,A,bridge 732,23.9060116608421,90.479198144,3.0
N105,201492.0,link,,link 748,23.9073963703293,90.47803197475224,416.0
N105,201493.0,bridge,A,bridge 733,23.9087810798165,90.4768658055045,3.4
N105,201494.0,link,,link 749,23.9154506333011,90.46995908757364,2164.0
N105,201495.0,bridge,A,bridge 734,23.9221201867857,90.4630523696428,5.0
N105,201496.0,link,,link 750,23.92227852464285,90.46272061607141,76.0
N105,201497.0,bridge,A,bridge 735,23.9224368625,90.4623888625,5.0
N105,201498.0,link,,link 751,23.92325977005595,90.4607735965485,370.0
N105,201499.0,bridge,A,bridge 736,23.9240826776119,90.459158330597,13.0
N105,201500.0,link,,link 752,23.92687654305965,90.45583566880595,617.0
N105,201501.0,bridge,A,bridge 737,23.9296704085074,90.45251300701489,3.75
N105,201502.0,link,,link 753,23.93550062991955,90.44517742590449,2299.0
N105,201503.0,bridge,A,bridge 738,23.9413308513317,90.4378418447941,7.0
N105,201504.0,link,,link 754,23.943127212772048,90.43477496693022,533.0
N105,201505.0,bridge,A,bridge 739,23.9449235742124,90.43170808906635,4.5
N105,201506.0,link,,link 755,23.9459400235776,90.42943924585813,719.0
N105,201507.0,bridge,A,bridge 740,23.9469564729428,90.4271704026499,3.0
N105,201508.0,link,,link 756,23.94801020119,90.4230349601994,966.0
N105,201509.0,bridge,A,bridge 741,23.9490639294372,90.4188995177489,3.0
N105,201510.0,link,,link 757,23.94925588658005,90.4174621213203,297.0
N105,201511.0,bridge,A,bridge 742,23.9494478437229,90.4160247248917,3.0
N105,201512.0,link,,link 758,23.94987560936145,90.41411703923154,401.0
N105,201513.0,bridge,A,bridge 743,23.950303375,90.4122093535714,3.0
N105,201514.0,link,,link 759,23.9511975304078,90.4085712411474,694.0
N105,201515.0,bridge,A,bridge 744,23.9520916858156,90.4049331287234,3.0
N105,201516.0,link,,link 760,23.95379280032965,90.40336988584605,588.0
N105,201517.0,bridge,A,bridge 745,23.9554939148437,90.4018066429687,3.0
N105,201518.0,link,,link 761,23.97251065742185,90.38001442148435,6552.0
N105,201519.0,sourcesink,,ss,23.9895274,90.3582222,0.0
N2,201520.0,sourcesink,,ss,23.7059167,90.5214438,0.0
N2,201521.0,link,,link 763,23.711990879729697,90.51860755608105,1511.0
N2,201522.0,bridge,C,bridge 746,23.7180650594594,90.5157713121621,36.6
N2,201523.0,link,,link 764,23.712074179729697,90.51864920608105,0.0
N2,100000.0,intersection,,N1toN2,23.7060833,90.5215271,0.0
N2,201525.0,link,,link 765,23.74573595,90.54522390853654,9971.0
N2,201526.0,bridge,C,bridge 747,23.7853886,90.5689207170731,18.25
N2,201527.0,link,,link 766,23.78529135,90.56886280853655,0.0
N2,100004.0,intersection,,N105toN2,23.7851941,90.5688049,0.0
N2,201529.0,link,,link 767,23.7870639231308,90.57136698481305,698.0
N2,201530.0,bridge,A,bridge 748,23.7889337462616,90.5739290696261,3.9
N2,201531.0,link,,link 768,23.794974636262076,90.57888764878611,1186.0
N2,201532.0,bridge,B,bridge 749,23.801015526262553,90.58384622794611,4.2
N2,201533.0,link,,link 769,23.807573673944976,90.5892671898831,2311.0
N2,201534.0,bridge,A,bridge 750,23.8141318216274,90.5946881518201,3.4
N2,201535.0,link,,link 770,23.8158610471773,90.5963621963646,513.0
N2,201536.0,bridge,C,bridge 751,23.8175902727272,90.5980362409091,71.9
N2,201537.0,link,,link 771,23.8208273818764,90.60109914417245,948.0
N2,201538.0,bridge,C,bridge 752,23.8240644910256,90.6041620474358,3.1
N2,201539.0,link,,link 772,23.82686857661035,90.6067372676203,828.0
N2,201540.0,bridge,A,bridge 753,23.8296726621951,90.6093124878048,4.5
N2,201541.0,link,,link 773,23.83292442708685,90.61255637973125,978.0
N2,201542.0,bridge,B,bridge 754,23.8361761919786,90.6158002716577,8.3
N2,201543.0,link,,link 774,23.8390988536189,90.61917392323625,951.0
N2,201544.0,bridge,A,bridge 755,23.8420215152592,90.6225475748148,8.3
N2,201545.0,link,,link 775,23.8437908224332,90.62490105681826,619.0
N2,201546.0,bridge,A,bridge 756,23.8455601296072,90.6272545388217,4.0
N2,201547.0,link,,link 776,23.8477006459214,90.6294087377643,654.0
N2,201548.0,bridge,A,bridge 757,23.8498411622356,90.6315629367069,8.0
N2,201549.0,link,,link 777,23.85252353673335,90.63511744864499,976.0
N2,201550.0,bridge,B,bridge 758,23.8552059112311,90.6386719605831,4.0
N2,201551.0,link,,link 778,23.85517051335545,90.64551375211815,1412.0
N2,201552.0,bridge,A,bridge 759,23.8551351154798,90.6523555436532,4.0
N2,201553.0,link,,link 779,23.8549816108649,90.65548942495161,644.0
N2,201554.0,bridge,A,bridge 760,23.85482810625,90.65862330625,4.0
N2,201555.0,link,,link 780,23.85464110362625,90.66112363771146,508.0
N2,201556.0,bridge,A,bridge 761,23.8544541010025,90.6636239691729,4.0
N2,201557.0,link,,link 781,23.85417141176885,90.6655280109949,399.0
N2,201558.0,bridge,A,bridge 762,23.8538887225352,90.6674320528169,2.0
N2,201559.0,link,,link 782,23.86579438015425,90.6670330751162,3335.0
N2,201560.0,bridge,A,bridge 763,23.8777000377733,90.6666340974155,2.5
N2,201561.0,link,,link 783,23.87991268372535,90.6665621874174,501.0
N2,201562.0,bridge,A,bridge 764,23.8821253296774,90.6664902774193,2.5
N2,201563.0,link,,link 784,23.887898460387348,90.66680592721895,1571.0
N2,201564.0,bridge,B,bridge 765,23.8936715910973,90.6671215770186,31.009999999999998
N2,201565.0,link,,link 785,23.894039538467098,90.66960867327325,512.0
N2,201566.0,bridge,B,bridge 766,23.8944074858369,90.6720957695279,3.0
N2,201567.0,link,,link 786,23.8948232680655,90.6732678154502,253.0
N2,201568.0,bridge,C,bridge 767,23.8952390502941,90.6744398613725,2.5
N2,201569.0,link,,link 787,23.900251073356003,90.67988475068626,1690.0
N2,201570.0,bridge,A,bridge 768,23.9052630964179,90.68532964,3.6
N2,201571.0,link,,link 788,23.9136240729614,90.69124112,2236.0
N2,201572.0,bridge,A,bridge 769,23.9219850495049,90.6971526,12.7
N2,201573.0,link,,link 789,23.9230218823683,90.69828072622515,360.0
N2,201574.0,bridge,A,bridge 770,23.9240587152317,90.6994088524503,3.0
N2,201575.0,link,,link 790,23.927595140412848,90.7021732801855,923.0
N2,201576.0,bridge,A,bridge 771,23.931131565594,90.7049377079207,26.2
N2,201577.0,link,,link 791,23.93305009938115,90.70660830841575,534.0
N2,201578.0,bridge,B,bridge 772,23.9349686331683,90.7082789089108,1.5
N2,201579.0,link,,link 792,23.93738006300245,90.70913810030065,588.0
N2,201580.0,bridge,C,bridge 773,23.9397914928366,90.7099972916905,65.4
N2,201581.0,link,,link 793,23.94158486169605,90.7100616001662,405.0
N2,201582.0,bridge,A,bridge 774,23.9433782305555,90.7101259086419,3.0
N2,201583.0,link,,link 794,23.94474375853615,90.7106172032484,333.0
N2,201584.0,bridge,A,bridge 775,23.9461092865168,90.7111084978549,12.6
N2,201585.0,link,,link 795,23.94975804438195,90.71312285592435,893.0
N2,201586.0,bridge,A,bridge 776,23.9534068022471,90.7151372139938,5.5
N2,201587.0,link,,link 796,23.954788773078,90.71589010505579,348.0
N2,201588.0,bridge,A,bridge 777,23.9561707439089,90.7166429961178,3.4
N2,201589.0,link,,link 797,23.95826940856755,90.71780435655955,525.0
N2,201590.0,bridge,A,bridge 778,23.9603680732262,90.7189657170013,3.0
N2,201591.0,link,,link 798,23.96216326645805,90.71995204609755,450.0
N2,201592.0,bridge,B,bridge 779,23.9639584596899,90.7209383751938,3.5
N2,201593.0,link,,link 799,23.96497448560665,90.7215129060539,255.0
N2,201594.0,bridge,A,bridge 780,23.9659905115234,90.722087436914,3.0
N2,201595.0,link,,link 800,23.96949082558153,90.72459238934579,556.0
N2,201596.0,bridge,B,bridge 781,23.972991139639664,90.72709734177757,8.066666666666668
N2,201597.0,link,,link 801,24.024035742325207,90.88368143782552,1135.0
N2,201598.0,bridge,A,bridge 782,24.07508034501075,91.04026553387345,3.1
N2,201599.0,link,,link 802,24.027474850283127,90.88666577179782,488.0
N2,201600.0,bridge,A,bridge 783,23.9798693555555,90.7330660097222,12.6
N2,201601.0,link,,link 803,23.9809821301033,90.7367214548611,525.0
N2,201602.0,bridge,A,bridge 784,23.9820949046511,90.7403769,2.5
N2,201603.0,link,,link 804,23.9839811919807,90.74334059827585,751.0
N2,201604.0,bridge,A,bridge 785,23.9858674793103,90.7463042965517,4.0
N2,201605.0,link,,link 805,23.988211756446148,90.7497645699176,877.0
N2,201606.0,bridge,A,bridge 786,23.990556033582,90.7532248432835,4.1
N2,201607.0,link,,link 806,23.992332209648097,90.75652233021316,780.0
N2,201608.0,bridge,B,bridge 787,23.9941083857142,90.7598198171428,100.325
N2,201609.0,link,,link 807,23.99500662357135,90.76147160499994,399.0
N2,201610.0,bridge,A,bridge 788,23.9959048614285,90.7631233928571,10.3
N2,201611.0,link,,link 808,23.9963128980294,90.7638917345608,181.0
N2,201612.0,bridge,A,bridge 789,23.9967209346303,90.7646600762645,3.9
N2,201613.0,link,,link 809,23.99728372784145,90.7657347657638,254.0
N2,201614.0,bridge,A,bridge 790,23.9978465210526,90.7668094552631,2.0
N2,201615.0,link,,link 810,23.999138614424602,90.7694807818688,619.0
N2,201616.0,bridge,A,bridge 791,24.0004307077966,90.7721521084745,9.6
N2,201617.0,link,,link 811,24.001680308184,90.77625166185629,880.0
N2,201618.0,bridge,A,bridge 792,24.0029299085714,90.7803512152381,9.5
N2,201619.0,link,,link 812,24.0049880420574,90.78503543071685,1071.0
N2,201620.0,bridge,A,bridge 793,24.0070461755434,90.7897196461956,9.55
N2,201621.0,link,,link 813,24.0081555037553,90.7913587497371,420.0
N2,201622.0,bridge,A,bridge 794,24.0092648319672,90.7929978532786,3.0
N2,201623.0,link,,link 814,24.013176829497098,90.79889561819336,1485.0
N2,201624.0,bridge,A,bridge 795,24.017088827027,90.8047933831081,5.4
N2,201625.0,link,,link 815,24.0189631791385,90.80774512905401,736.0
N2,201626.0,bridge,A,bridge 796,24.02083753125,90.8106968749999,11.0
N2,201627.0,link,,link 816,24.02368730089895,90.8151816013698,1113.0
N2,201628.0,bridge,A,bridge 797,24.0265370705479,90.8196663277397,7.3
N2,201629.0,link,,link 817,24.02788694722085,90.82178820148044,502.0
N2,201630.0,bridge,A,bridge 798,24.0292368238938,90.8239100752212,7.25
N2,201631.0,link,,link 818,24.0310875469469,90.82694635761061,763.0
N2,201632.0,bridge,A,bridge 799,24.03293827,90.82998264,3.5
N2,201633.0,link,,link 819,24.0348594929044,90.8330818319485,763.0
N2,201634.0,bridge,A,bridge 800,24.0367807158088,90.836181023897,4.0
N2,201635.0,link,,link 820,24.03780317919625,90.8379591578815,430.0
N2,201636.0,bridge,A,bridge 801,24.0388256425837,90.839737291866,4.0
N2,201637.0,link,,link 821,24.03953781436115,90.84166228974485,420.0
N2,201638.0,bridge,B,bridge 802,24.0402499861386,90.8435872876237,18.325
N2,201639.0,link,,link 822,24.04091880012055,90.84639432906826,592.0
N2,201640.0,bridge,A,bridge 803,24.0415876141025,90.8492013705128,3.5
N2,201641.0,link,,link 823,24.041765036462998,90.84999611172695,163.0
N2,201642.0,bridge,A,bridge 804,24.0419424588235,90.8507908529411,3.5
N2,201643.0,link,,link 824,24.0423353246245,90.8526321677826,389.0
N2,201644.0,bridge,B,bridge 805,24.0427281904255,90.8544734826241,3.5
N2,201645.0,link,,link 825,24.044958491072617,90.85849692570694,924.0
N2,201646.0,bridge,C,bridge 806,24.047188791719734,90.86252036878979,174.54
N2,201647.0,link,,link 826,24.048024309193167,90.86359074439488,334.0
N2,201648.0,bridge,B,bridge 807,24.0488598266666,90.86466112,39.650000000000006
N2,201649.0,link,,link 827,24.049404762380902,90.86544903190475,205.0
N2,201650.0,bridge,A,bridge 808,24.0499496980952,90.8662369438095,4.0
N2,201651.0,link,,link 828,24.050711805896903,90.87052862567185,936.0
N2,201652.0,bridge,A,bridge 809,24.0514739136986,90.8748203075342,39.2
N2,201653.0,link,,link 829,24.051493123475503,90.87714264430105,472.0
N2,201654.0,bridge,A,bridge 810,24.0515123332524,90.8794649810679,7.3
N2,201655.0,link,,link 830,24.0517291346262,90.8831103085339,744.0
N2,201656.0,bridge,A,bridge 811,24.051945936,90.8867556359999,7.3
N2,201657.0,link,,link 831,24.0524662371011,90.8931313486179,1310.0
N2,201658.0,bridge,A,bridge 812,24.0529865382022,90.8995070612359,12.725000000000001
N2,201659.0,link,,link 832,24.05316830550555,90.90186707724715,479.0
N2,201660.0,bridge,B,bridge 813,24.0533500728089,90.9042270932584,12.3
N2,201661.0,link,,link 833,24.0538610383846,90.91069112831235,1321.0
N2,201662.0,bridge,A,bridge 814,24.0543720039603,90.9171551633663,4.0
N2,201663.0,link,,link 834,24.05457062505705,90.9195697855293,497.0
N2,201664.0,bridge,A,bridge 815,24.0547692461538,90.9219844076923,11.6
N2,201665.0,link,,link 835,24.0554234202467,90.93117102554424,1864.0
N2,201666.0,bridge,A,bridge 816,24.0560775943396,90.9403576433962,3.6
N2,201667.0,link,,link 836,24.056348328484653,90.9435103504178,649.0
N2,201668.0,bridge,A,bridge 817,24.0566190626297,90.9466630574394,15.274999999999999
N2,201669.0,link,,link 837,24.056709536314848,90.9481508737197,305.0
N2,201670.0,bridge,A,bridge 818,24.05680001,90.94963869,4.0
N2,201671.0,link,,link 838,24.0569630985593,90.9531240470339,719.0
N2,201672.0,bridge,B,bridge 819,24.0571261871186,90.9566094040678,7.3
N2,201673.0,link,,link 839,24.0573273040244,90.95922795087111,550.0
N2,201674.0,bridge,C,bridge 820,24.0575284209302,90.9618464976744,428.91
N2,201675.0,link,,link 840,24.05727882200355,90.9657281039654,792.0
N2,201676.0,bridge,A,bridge 821,24.0570292230769,90.9696097102564,4.0
N2,201677.0,link,,link 841,24.0569876154261,90.9699356395774,67.0
N2,201678.0,bridge,B,bridge 822,24.0569460077753,90.9702615688984,6.4
N2,201679.0,link,,link 842,24.05694150842325,90.97029036630664,6.0
N2,201680.0,bridge,A,bridge 823,24.0569370090712,90.9703191637149,25.5
N2,201681.0,link,,link 843,24.056838773218097,90.9709479071274,131.0
N2,201682.0,bridge,A,bridge 824,24.056740537365,90.9715766505399,4.0
N2,201683.0,link,,link 844,24.0564864093418,90.97325243735784,350.0
N2,201684.0,bridge,C,bridge 825,24.0562322813186,90.9749282241758,6.0
N2,201685.0,link,,link 845,24.056181228699153,90.97537465261945,89.0
N2,201686.0,bridge,A,bridge 826,24.0561301760797,90.9758210810631,6.0
N2,201687.0,link,,link 846,24.053583461650952,90.98288852247595,1748.0
N2,201688.0,bridge,A,bridge 827,24.0510367472222,90.9899559638888,14.0
N2,201689.0,link,,link 847,24.04989380862915,90.99086740161945,231.0
N2,201690.0,bridge,A,bridge 828,24.0487508700361,90.9917788393501,1059.25
N2,201691.0,link,,link 848,24.043835672518,90.99731789217506,1595.0
N2,201692.0,bridge,A,bridge 829,24.0389204749999,91.002856945,3.0
N2,201693.0,link,,link 849,24.03891092812495,91.002901216875,10.0
N2,201694.0,bridge,A,bridge 830,24.03890138125,91.00294548875,3.0
N2,201695.0,link,,link 850,24.0380644725527,91.0052759775075,501.0
N2,201696.0,bridge,B,bridge 831,24.037227563855403,91.007606466265,3.225
N2,201697.0,link,,link 851,24.036700519750553,91.01088589826165,702.0
N2,201698.0,bridge,A,bridge 832,24.0361734756457,91.0141653302583,6.1
N2,201699.0,link,,link 852,24.036391386481853,91.01547764443944,273.0
N2,201700.0,bridge,C,bridge 833,24.036609297318,91.0167899586206,3.1
N2,201701.0,link,,link 853,24.03681605089265,91.0180152487261,257.0
N2,201702.0,bridge,C,bridge 834,24.0370228044673,91.0192405388316,3.15
N2,201703.0,link,,link 854,24.0375773437999,91.02210870375315,606.0
N2,201704.0,bridge,D,bridge 835,24.0381318831325,91.0249768686747,79.75
N2,201705.0,link,,link 855,24.0384280645845,91.02666573281294,425.0
N2,201706.0,bridge,A,bridge 836,24.0387242460365,91.0283545969512,3.15
N2,201707.0,link,,link 856,24.0388539756097,91.0290465658536,766.0
N2,201708.0,bridge,A,bridge 837,24.0389837051829,91.029738534756,6.1
N2,201709.0,link,,link 857,24.0391451916349,91.0305328605084,270.0
N2,201710.0,bridge,A,bridge 838,24.0393066780869,91.0313271862608,12.5
N2,201711.0,link,,link 858,24.0403119979796,91.0365648661091,1093.0
N2,201712.0,bridge,A,bridge 839,24.0413173178723,91.0418025459574,12.3
N2,201713.0,link,,link 859,24.04213446141995,91.0466257903653,998.0
N2,201714.0,bridge,A,bridge 840,24.0429516049676,91.0514490347732,3.1
N2,201715.0,link,,link 860,24.043283475593952,91.05435517915765,598.0
N2,201716.0,bridge,A,bridge 841,24.0436153462203,91.0572613235421,12.57
N2,201717.0,link,,link 861,24.04362755550755,91.0573682385529,22.0
N2,201718.0,bridge,A,bridge 842,24.0436397647948,91.0574751535637,3.0
N2,201719.0,link,,link 862,24.0442407392601,91.062664252272,1054.0
N2,201720.0,bridge,A,bridge 843,24.0448417137254,91.0678533509803,9.5
N2,201721.0,link,,link 863,24.04509244233565,91.0698089357097,409.0
N2,201722.0,bridge,A,bridge 844,24.0453431709459,91.0717645204391,6.1
N2,201723.0,link,,link 864,24.046424634497125,91.08059824669125,1578.0
N2,201724.0,bridge,B,bridge 845,24.047506098048352,91.0894319729434,6.9
N2,201725.0,link,,link 865,24.048203026971528,91.0952395704717,1428.0
N2,201726.0,bridge,A,bridge 846,24.0488999558947,91.101047168,3.6
N2,201727.0,link,,link 866,24.049866627947353,91.107745784,1404.0
N2,100005.0,intersection,,N2toN102,24.0508333,91.1144444,0.0
N2,201729.0,link,,link 867,24.0539054313333,91.11474854633329,541.0
N2,201730.0,bridge,C,bridge 847,24.0569775626666,91.1150526926666,22.68
N2,201731.0,link,,link 868,24.0573593623939,91.11957398724235,1001.0
